Наименование,Наименование артикула,Код артикула,Валюта,ID артикула,Цена,Доступен для заказа,Зачеркнутая цена,Закупочная цена,В наличии,ID товара,Краткое описание,Описание,Наклейка,Статус,Выбор вариантов товара,Теги,Облагается налогом,Заголовок,META Keywords,META Description,Ссылка на витрину,Адрес видео на YouTube или Vimeo,Дополнительные параметры,Изображения товаров,Варианты модели,Тип товаров,Варианты отделки
Перегородка №6,ПЕР-ОСТКАП-12,ПЕР-ОСТКАП-12,RUB,12,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/247/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%966%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №6,ПЕР-ОСТДУБ-13,ПЕР-ОСТДУБ-13,RUB,13,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/a86/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%966%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №6,ПЕР-ОСТДУБ-14,ПЕР-ОСТДУБ-14,RUB,14,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/0e6/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%966%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №7,ПЕР-ГЛУПАЛ-1,ПЕР-ГЛУПАЛ-1,RUB,1,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/764/276_564_1/%D0%9F%D0%90%D0%9B%D0%98%D0%A1%D0%90%D0%9D%D0%94%D0%A0%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Палисандр
Перегородка №7,ПЕР-ГЛУВЕН-2,ПЕР-ГЛУВЕН-2,RUB,2,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/ede/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Венге
Перегородка №7,ПЕР-ГЛУЭМА-3,ПЕР-ГЛУЭМА-3,RUB,3,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/1b3/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №7,ПЕР-ГЛУКАШ-4,ПЕР-ГЛУКАШ-4,RUB,4,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/f61/276_564_1/%D0%9A%D0%B0%D1%88%D1%82%D0%B0%D0%BD%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Каштан
Перегородка №7,ПЕР-ГЛУКАП-5,ПЕР-ГЛУКАП-5,RUB,5,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/bcf/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Капучино
Перегородка №7,ПЕР-ГЛУДУБ-6,ПЕР-ГЛУДУБ-6,RUB,6,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/f87/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Дуб седой
Перегородка №7,ПЕР-ГЛУДУБ-7,ПЕР-ГЛУДУБ-7,RUB,7,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/ca5/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967.png,Глухое полотно,Межкомнатные перегородки,Дуб античный
Перегородка №7,ПЕР-ОСТПАЛ-8,ПЕР-ОСТПАЛ-8,RUB,8,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/557/276_564_1/%D0%9F%D0%90%D0%9B%D0%98%D0%A1%D0%90%D0%9D%D0%94%D0%A0%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Палисандр
Перегородка №7,ПЕР-ОСТВЕН-9,ПЕР-ОСТВЕН-9,RUB,9,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/3d2/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Венге
Перегородка №7,ПЕР-ОСТЭМА-10,ПЕР-ОСТЭМА-10,RUB,10,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/7cf/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9.png,Остекленное полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №7,ПЕР-ОСТКАШ-11,ПЕР-ОСТКАШ-11,RUB,11,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/fa8/276_564_1/%D0%9A%D0%B0%D1%88%D1%82%D0%B0%D0%BD%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Каштан
Перегородка №7,ПЕР-ОСТКАП-12,ПЕР-ОСТКАП-12,RUB,12,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/c50/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%967%20%D0%A1%D0%90%D0%A2%D0%98%D0%9D%D0%90%D0%A2%20%D0%91%D0%A0%D0%9E%D0%9D%D0%97%D0%90.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №7,ПЕР-ОСТДУБ-13,ПЕР-ОСТДУБ-13,RUB,13,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/744/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №7,ПЕР-ОСТДУБ-14,ПЕР-ОСТДУБ-14,RUB,14,12200,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/831/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%967%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ГЛУВЕН-1,ПЕР-ГЛУВЕН-1,RUB,1,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/b2a/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968.png,Глухое полотно,Межкомнатные перегородки,Венге
Перегородка №8,ПЕР-ГЛУЭМА-2,ПЕР-ГЛУЭМА-2,RUB,2,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/c00/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%968.png,Глухое полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №8,ПЕР-ГЛУКАП-3,ПЕР-ГЛУКАП-3,RUB,3,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/aa4/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%968.png,Глухое полотно,Межкомнатные перегородки,Капучино
Перегородка №8,ПЕР-ГЛУДУБ-4,ПЕР-ГЛУДУБ-4,RUB,4,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/fa5/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%968.png,Глухое полотно,Межкомнатные перегородки,Дуб седой
Перегородка №8,ПЕР-ГЛУДУБ-5,ПЕР-ГЛУДУБ-5,RUB,5,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/b7c/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968.png,Глухое полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ОСТВЕН-6,ПЕР-ОСТВЕН-6,RUB,6,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/1de/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%208%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Венге
Перегородка №8,ПЕР-ОСТЭМА-7,ПЕР-ОСТЭМА-7,RUB,7,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/0b4/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9.png,Остекленное полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №8,ПЕР-ОСТКАП-8,ПЕР-ОСТКАП-8,RUB,8,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/2b0/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%968%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №8,ПЕР-ОСТДУБ-9,ПЕР-ОСТДУБ-9,RUB,9,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/f52/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%968%20%D0%A1%D0%90%D0%A2%D0%98%D0%9D%D0%90%D0%A2%20%D0%91%D0%95%D0%9B%D0%AB%D0%99.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №8,ПЕР-ОСТДУБ-10,ПЕР-ОСТДУБ-10,RUB,10,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/0eb/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%D1%82%20%D0%B1%D1%80%D0%BE%D0%BD%D0%B7%D0%B0.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ОСТВЕН-11,ПЕР-ОСТВЕН-11,RUB,11,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/051/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%80%D0%B5%D1%881%D0%B0%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.png,Остекленное полотно,Межкомнатные перегородки,Венге
Перегородка №8,ПЕР-ОСТЭМА-12,ПЕР-ОСТЭМА-12,RUB,12,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/e83/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%968%20%D1%801.png,Остекленное полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №8,ПЕР-ОСТКАП-13,ПЕР-ОСТКАП-13,RUB,13,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/88d/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%968%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%801.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №8,ПЕР-ОСТДУБ-14,ПЕР-ОСТДУБ-14,RUB,14,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/bd5/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%968%20%D1%8D%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D1%80%D0%B5%D1%881%D0%B0%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №8,ПЕР-ОСТДУБ-15,ПЕР-ОСТДУБ-15,RUB,15,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/313/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%20%D1%801.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ОСТВЕН-16,ПЕР-ОСТВЕН-16,RUB,16,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/5cf/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%20%D1%802.png,Остекленное полотно,Межкомнатные перегородки,Венге
Перегородка №8,ПЕР-ОСТЭМА-17,ПЕР-ОСТЭМА-17,RUB,17,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/0da/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%968%20%D1%802.png,Остекленное полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №8,ПЕР-ОСТКАП-18,ПЕР-ОСТКАП-18,RUB,18,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/7d6/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%20%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%802.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №8,ПЕР-ОСТДУБ-19,ПЕР-ОСТДУБ-19,RUB,19,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/d29/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%968%20%D1%8D%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D1%80%D0%B5%D1%882%D0%B0%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №8,ПЕР-ОСТДУБ-20,ПЕР-ОСТДУБ-20,RUB,20,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/f26/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%80%D0%B5%D1%882%D0%B0%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ОСТВЕН-21,ПЕР-ОСТВЕН-21,RUB,21,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/471/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%80%D0%B5%D1%883%D0%B0%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.png,Остекленное полотно,Межкомнатные перегородки,Венге
Перегородка №8,ПЕР-ОСТЭМА-22,ПЕР-ОСТЭМА-22,RUB,22,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/af1/276_564_1/%D0%AD%D0%BC%D0%B0%D0%BB%D1%8C%20%D0%B1%D0%B5%D0%BB%D0%B0%D1%8F%20%D0%9C%D0%94%D0%A4%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%BA%D0%B0%20%E2%84%968%20%D1%803.png,Остекленное полотно,Межкомнатные перегородки,Эмаль белая
Перегородка №8,ПЕР-ОСТКАП-23,ПЕР-ОСТКАП-23,RUB,23,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/9ac/276_564_1/%D0%9A%D0%B0%D0%BF%D1%83%D1%87%D0%B8%D0%BD%D0%BE%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%B4%D0%BA%D0%B0%E2%84%968%20%D1%81%D0%BB%D0%BE%D0%BD%20%D0%BA%D0%BE%D1%81%D1%82%D1%8C%20%D1%803.png,Остекленное полотно,Межкомнатные перегородки,Капучино
Перегородка №8,ПЕР-ОСТДУБ-24,ПЕР-ОСТДУБ-24,RUB,24,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/360/276_564_1/%D0%94%D1%83%D0%B1%20%D1%81%D0%B5%D0%B4%D0%BE%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%E2%84%968%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%20%D1%803.png,Остекленное полотно,Межкомнатные перегородки,Дуб седой
Перегородка №8,ПЕР-ОСТДУБ-25,ПЕР-ОСТДУБ-25,RUB,25,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/b45/276_564_1/%D0%94%D1%83%D0%B1%20%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%20%D1%803.png,Остекленное полотно,Межкомнатные перегородки,Дуб античный
Перегородка №8,ПЕР-ОСТВЕН-26,ПЕР-ОСТВЕН-26,RUB,26,8900,1,0,0,1000,,,,,,,,,,,,,,,https://www.oniks-dveri.ru/upload/resize_cache/artrix/edd/276_564_1/%D0%92%D0%B5%D0%BD%D0%B3%D0%B5%20-%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BA%D0%B0%20%E2%84%968%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%20%D1%804.png,Остекленное полотно,Межкомнатные перегородки,Венге
